id	filename	md5	size	state
559f5156-5004-4ba1-be8d-870e742639c4	ec35a082-90ff-4943-a9e7-8a7c680da708.wxs.aliquot_ensemble_masked.maf.gz	21cc8be92f2dd6dfed5ae0ae444897ae	35176	released
de01b57b-859c-4ba9-bc9e-c48abac6fce6	b1a794fa-816c-4320-ab72-b6596a8e7c25.wxs.aliquot_ensemble_masked.maf.gz	0719a555d95710343bdb75cf11876e66	29901	released
4f15f9af-0b82-4692-a598-74a8a3970210	d4c7bc85-6658-416e-8ffc-ca65cf192919.wxs.aliquot_ensemble_masked.maf.gz	ac4caf3c61ea5e211dc720ea8e5df229	28336	released
8d9d7dd3-1602-4552-9eb4-58e5c2be8957	d1c1aa84-f87a-4e37-82ae-7da692e47fb0.wxs.aliquot_ensemble_masked.maf.gz	83f945b26b6a4e66dd7bb09fd5070457	18344	released
ad411506-65d0-486b-95b1-a5da60981e6e	daa24e78-9e50-4eb1-9bf6-e4662035c463.wxs.aliquot_ensemble_masked.maf.gz	8dc8a4f0c6e562c8434d8bcf259f3210	19230	released
faf10030-8605-4480-b753-ecb3a96bdd64	05e65a4f-4628-4bed-a5d0-d0ec11a91036.wxs.aliquot_ensemble_masked.maf.gz	a0b543c1beb30323cb9807f62e970147	36093	released
7404e3e3-e2ac-403c-af16-3613c45ba132	40cb4f34-c10a-4897-9a74-86f7a86a90db.wxs.aliquot_ensemble_masked.maf.gz	3f199abef576b5fa1fe6423c1fc3b803	116018	released
5be984fe-4139-4afa-8a84-736fa61e0351	d3b5681e-bc03-4ea5-8a77-1604bbdb66a8.wxs.aliquot_ensemble_masked.maf.gz	7e885445fb02fd65640f4c4521aaa5df	23057	released
8da29196-3bb7-41ae-a7cc-586af3863e96	39b6d308-e206-47ea-a445-db2a0114390c.wxs.aliquot_ensemble_masked.maf.gz	df0cee27c3edef8c6670bbfec7710269	31334	released
42f10c85-eea7-4f5e-b80e-9371983172c5	eeb2e41e-c530-403e-83eb-69fac1c969fd.wxs.aliquot_ensemble_masked.maf.gz	2c44db5f94b1cc229a3988d2f28fcea3	26003	released
6e582a72-a4d6-4995-ae29-413a64a5089d	6592056b-b145-4735-9829-e676f537eebb.wxs.aliquot_ensemble_masked.maf.gz	97f910ae89ee6021899bf8c30bcb585a	17603	released
734c0c51-d86d-4fb9-9e40-08dcb0a42b78	07406c0e-9cfd-4d5e-a95b-c1ad31c1c197.wxs.aliquot_ensemble_masked.maf.gz	18747cc39298e8cb5aa8e8c07f1bd95a	14060	released
55b1ed91-ad09-4524-8661-6f5b5eb21800	e435a576-4a39-44f3-b8ec-0e4125da4098.wxs.aliquot_ensemble_masked.maf.gz	33c6ca3f4f3838aa8a2d6bcfdf057283	29440	released
bac8f31a-0d25-42a5-aca1-9d029a85a737	08eea660-86fc-4578-9238-15bd6868a046.wxs.aliquot_ensemble_masked.maf.gz	39fcf3f5eb88c8cda89bed6c45908fbd	28662	released
2a379b20-ad11-466d-a977-be451718a988	dbb1374a-877c-4a53-b1fb-b225db9fa604.wxs.aliquot_ensemble_masked.maf.gz	265f359a5d819f2abe28288768c72b08	2441	released
ae644c16-ed61-424c-8bb7-8738bdffc5c2	91448a6f-a4b1-4ae6-8cb7-01787b88ad17.wxs.aliquot_ensemble_masked.maf.gz	326d67013256804dd934eaabd7e49a07	36557	released
d692f790-2f77-4c09-8411-397b813a1e8b	8234bcfc-7040-4715-9428-113e71e06b6f.wxs.aliquot_ensemble_masked.maf.gz	10c199edc309cef949804a5459a8d5c4	31990	released
acac2d24-c126-4ba3-8b0c-3ee6e05cc856	7518b27f-6e8e-4c3f-a2b0-c82ca180b20c.wxs.aliquot_ensemble_masked.maf.gz	aec9e6521aff97f82dbfb0a2215fc970	26004	released
2327bf2a-7184-4f8e-a998-de1d44aff35c	73db2f45-9cdd-49ae-8775-278a30ef087f.wxs.aliquot_ensemble_masked.maf.gz	2e21f5b2d7ea3fcbaef3e2b26857b5cb	31165	released
a772aec9-66c8-4914-b5cf-e9a60bda5889	8d3ab484-7564-4aa9-b88d-06a0068b4859.wxs.aliquot_ensemble_masked.maf.gz	7c14fc370ebcdbe8ae6c4f478272e70a	29674	released
34b68f71-8b37-4aca-aa21-edcbd3ef65b9	TCGA.UVM.varscan.34b68f71-8b37-4aca-aa21-edcbd3ef65b9.DR-10.0.somatic.maf.gz	90a49a8207908861d12e4872137bd887	426032	released
9a11034e-1102-4fed-a75e-3e2a40253433	TCGA.MESO.somaticsniper.9a11034e-1102-4fed-a75e-3e2a40253433.DR-10.0.somatic.maf.gz	cb88ea8181388a1511131f05c28ec00e	673113	released
b2689e8f-3b64-4214-8a87-dc7e7cf6fe5e	TCGA.READ.varscan.b2689e8f-3b64-4214-8a87-dc7e7cf6fe5e.DR-10.0.somatic.maf.gz	52ac8a7453882d59f2cb6bb8880da6f0	13744048	released
6d0a808a-bdd7-40b0-94d1-168e73ad5bdb	TCGA.MESO.muse.6d0a808a-bdd7-40b0-94d1-168e73ad5bdb.DR-10.0.somatic.maf.gz	96b49b69819e45ff5673563afb0707a2	805939	released
afea4f6d-9ae2-4418-8435-730bf03e6cd0	ec9b49cc-f2ce-436e-9fd3-abc7a6aee343.wxs.aliquot_ensemble_masked.maf.gz	0a861f1589b64993c603d3a00c21ec3d	50028	released
63c05a8b-050b-427a-a595-5bf985243afd	18cc0585-355a-4967-a3d9-6a11a9277ffb.wxs.aliquot_ensemble_masked.maf.gz	9a6b2cc0eb2da60f0e63a0d1ece6002f	23956	released
